Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION,CHANGEDONDATE
74ab949d-17ac-3309-83a0-13b4405c66aa,Fitchburg Outpatient Clinic,881 Main Street,Fitchburg,MA,1420,42.586487,-71.80521,978-342-9781 Or 978-342-9781,0,66,2025-02-13T02:08:48.346+09:00
faffaf6a-ee1a-3673-b0b0-421a9c249244,ACTIVATED BY WELLNESS LLC,66 WASHINGTON ST,STOUGHTON,MA,20722571,42.14415820061801,-71.10378319512402,6178719807,0,34,2025-02-13T02:08:48.346+09:00
17a4bae5-8b64-34d7-8144-b428be027bd0,NURSE ON CALL,512 MAIN STREET  SUITE 211,SHREWSBURY,MA,15456406,42.295109499999995,-71.71808471110307,5088451232,0,5,2025-02-13T02:08:48.346+09:00
e09d4c49-c2ef-3b0f-9a46-3719d9219306,UMASS MEMORIAL HEALTHALLIANCE CLINTON HOSPITAL INC,60 HOSPITAL RD,LEOMINSTER,MA,14533290,42.54031915,-71.76312990486304,9784662000,0,30,2025-02-13T02:08:48.346+09:00
c241b977-4131-32e4-9957-e0a00b2a1e5f,DUFFY HEALTH CENTER,94 MAIN STREET,HYANNIS,MA,26013146,41.6562802,-70.27448000204822,5087719599,0,1,2025-02-13T02:08:48.346+09:00
e3089df2-a1db-372a-b660-30392d8c197b,PIONEER FAMILY HEALTH CARE LLC,178 N MAIN ST,SHARON,MA,20671229,42.13301625,-71.17263163492832,6176948356,0,48,2025-02-13T02:08:48.346+09:00
ab701a70-a658-340e-8f69-ee196a7d40c6,CAREWELL URGENT CARE CENTERS OF MA  PC,484 RTE 134,WORCESTER,MA,16071728,42.2625621,-71.8018877,5086947901,0,94,2025-02-13T02:08:48.346+09:00
11ba6a26-59b4-3728-a268-6dc9929962b4,COURTYARD NURSING CARE CENTER,200 GOVERNORS AVENUE,MEDFORD,MA,21551644,42.42711615,-71.1121606632448,7813915400,0,5,2025-02-13T02:08:48.346+09:00
39104cad-5228-3e07-9b3e-3ad736b33d5d,GREATER BOSTON WELLNESS PRIMARY CARE PC,200 PROVIDENCE HWY,DEDHAM,MA,20261881,42.22214545274341,-71.18159060546684,7814610660,0,77,2025-02-13T02:08:48.346+09:00
667b46fe-0afa-3f70-a311-bbe3d52db050,URGENT CARE CENTERS OF CENTRAL MASSACHUSETTS LLC,757 BOSTON POST RD,WORCESTER,MA,16071728,42.231371,-72.165386,6173024194,0,9,2025-02-13T02:08:48.346+09:00
643eac8e-1620-3b6a-b9f3-664b003d22cd,GIFFORD STREET WELLNESS CENTER LLC,34 GIFFORD ST,NEW BEDFORD,MA,27442610,41.6177929,-70.91890087055067,5089993126,0,24,2025-02-13T02:08:48.346+09:00
8e3ca57f-6f74-3d61-9803-ab1424290216,ACADEMY MANOR,89 MORTON STREET,ANDOVER,MA,18102036,42.6551409,-71.12857340697036,9784750944,0,7,2025-02-13T02:08:48.346+09:00
5fcff9db-16e4-3e56-aa78-abbc16338097,THE LOWELL GENERAL HOSPITAL,295 VARNUM AVE,WESTFORD,MA,18863513,42.5792583,-71.4378411,9789376000,0,105,2025-02-13T02:08:48.346+09:00
fa09396a-2926-3b21-ad0c-9f6cabbce0eb,WOONSOCKET URGENT CARE PC,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,20625061,42.1714075,-71.1951186,4017662700,0,13,2025-02-13T02:08:48.346+09:00
84abfbd5-41c1-3df4-9b31-7ca93cb2309a,SKIN WELLNESS PHYSICIANS LLC,85 HERRICK ST,BEVERLY,MA,19151790,42.56415055,-70.8751357650672,9785247933,0,50,2025-02-13T02:08:48.346+09:00
1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,BAYADA HOME HEALTH CARE  INC,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,18033735,42.50188325,-71.19559351572005,6174721333,0,14,2025-02-13T02:08:48.346+09:00
c272e12f-e154-3fee-b05d-b7c0cab2657d,STEWARD NORWOOD HOSPITAL INC,800 WASHINGTON ST,NORWOOD,MA,20623487,42.1886973,-71.2005241,7817692950,0,252,2025-02-13T02:08:48.346+09:00
f6a306cf-7bd6-35f4-a6b7-2d07d273914c,APPLE MEDICAL CLINIC MA INC,63 FOUNTAIN ST STE 402,FRAMINGHAM,MA,17026280,42.27595495,-71.42631150114194,5088611150,0,28,2025-02-13T02:08:48.346+09:00
32fcdfba-8c93-30f4-b15b-dd3b65c29deb,ELAINE CENTER AT HADLEY,20 NORTH MAPLE STREET,HADLEY,MA,10359715,42.3615107,-72.55261320852942,4135845057,0,3,2025-02-13T02:08:48.346+09:00
1e3ca321-fbbb-3546-b9ea-c3761a20324a,Worcester Outpatient Clinic,605 Lincoln Street,Worcester,MA,1605,42.297756,-71.766815,508-856-0104 Or 508-856-0104,0,82,2025-02-13T02:08:48.346+09:00
02c936e2-3aee-38b2-88a4-81f3689b7bb7,BENJAMIN HEALTHCARE CENTER,120 FISHER AVENUE,BOSTON,MA,21203320,42.3276141,-71.1051603,6177381500,0,3,2025-02-13T02:08:48.346+09:00
05137a62-1a8f-34ff-8baf-a0c35c238ea0,BAYADA HOME HEALTH CARE   INC,750  ATTUCKS LANE,HYANNIS,MA,26011950,41.676027500000004,-70.29727035,5087788800,0,11,2025-02-13T02:08:48.346+09:00
4ffa4412-1493-3beb-b8f0-6614dde953a4,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,WAREHAM,MA,25715011,41.745636,-70.658192,5086793131,0,70,2025-02-13T02:08:48.346+09:00
ede4a423-6258-3ef5-b5ba-0fa6bb579563,COMMUNITY HEALTH CONNECTIONS,326 NICHOLS ROAD,FITCHBURG,MA,14205478,42.5974358,-71.80761197366103,9788788100,0,3,2025-02-13T02:08:48.346+09:00
a14e698d-a9ba-3eae-9c8b-682ec726433d,LYNN URGENT CARE LLC,776 WESTERN AVE,LYNN,MA,19052408,42.466763,-70.9494939,6178939901,0,34,2025-02-13T02:08:48.346+09:00
69eae27b-7445-3652-bd34-b535abe0b011,MANET COMMUNITY HEALTH CENTER  INC.,9 BICKNELL ST,QUINCY,MA,21696003,42.252227399999995,-70.96584679278924,6174714715,0,28,2025-02-13T02:08:48.346+09:00
dd9914b0-9491-3330-a890-d34e95e497ea,CHILD & FAMILY SERVICES  INC.,1061 PLEASANT ST,NEW BEDFORD,MA,27406728,41.64280275,-70.92865004309593,5089968572,0,15,2025-02-13T02:08:48.346+09:00
5ba6765a-f335-36b0-9c6a-6bb494c5330d,URGENT CARE MEDICAL ASSOCIATES  LLC,31 OLD ROUTE 7,WESTWOOD,MA,20902333,42.2139873,-71.2244987,2038850808,0,13,2025-02-13T02:08:48.346+09:00
d613e441-68e8-3502-8adb-3f770a1276bf,PALMER FAMILY SERVICES LLC,114 WATER ST,MILFORD,MA,17573007,42.13661855,-71.53474614336832,5084782008,0,28,2025-02-13T02:08:48.346+09:00
b03b624d-c939-3688-986d-9555b8009a3b,HOLYOKE HEALTH CENTER INC,230 MAPLE ST,HOLYOKE,MA,10405144,42.207406,-72.608419,4134202122,0,8,2025-02-13T02:08:48.346+09:00
18061fd5-fda8-3e2d-87f0-0f3c87211bcc,CAMBRIDGE PUBLIC HEALTH COMMISSION,1493 CAMBRIDGE ST,SOMERVILLE,MA,21431408,42.3875968,-71.0994968,6176651000,0,32,2025-02-13T02:08:48.346+09:00
b3ada130-6443-3a8e-98c7-4ec127a2b0c4,LIFE CARE CENTER OF ACTON,ONE GREAT ROAD,ACTON,MA,17205601,42.4850931,-71.43284,9782639101,0,1,2025-02-13T02:08:48.346+09:00
084b19be-a78e-3626-b156-a50134fa7fe2,DIAMOND EDGE HEALTHCARE  LLC,10 RESEARCH PL STE 202,NORTH CHELMSFORD,MA,18632439,42.6389798,-71.3828403,9782751390,0,63,2025-02-13T02:08:48.346+09:00
06f1d816-dd54-3409-bd94-8dc2745f807c,ELARA CARING,12 KENT WAY  SUITE 210,BYFIELD,MA,19221221,42.75468625,-70.9451078257969,9784620209,0,7,2025-02-13T02:08:48.346+09:00
fe30f2b4-9bc8-346e-afba-4455d1766545,KATZMAN FAMILY CENTER FOR LIVING,17 LAFAYETTE AVENUE,CHELSEA,MA,21502010,42.40019115,-71.03050082480353,6178846766,0,20,2025-02-13T02:08:48.346+09:00
6cf8a214-8d57-3267-85e5-7719e15cd63e,LEMUEL SHATTUCK HOSPITAL,170 MORTON STREET,JAMAICA PLAIN,MA,21303735,42.299067750000006,-71.10124351911541,6175228110,0,11,2025-02-13T02:08:48.346+09:00
0fedae9f-701f-3317-9b2f-69aea2202cdc,BOSTON MEDICAL CENTER CORPORATION-,88 EAST NEWTON STREET,WINTHROP,MA,21522715,42.3750976,-70.982827,6176388000,0,143,2025-02-13T02:08:48.346+09:00
3e16ee4b-2dc7-3e29-ab5b-0ce980c362b1,1200 SUFFIELD STREET OPERATOR LLC,1200 SUFFIELD ST,AGAWAM,MA,10012933,42.04892565,-72.63626743195428,(413) 789-2200,0,1,2025-02-13T02:08:48.346+09:00
ccb716b1-277f-3eff-999f-3ac0df45713a,LAFAYETTE REHABILITATION AND SKILLED NURSING FACILITY  INC.,25 LAFAYETTE ST,MARBLEHEAD,MA,19451939,42.4938348,-70.87382362834484,7816314535,0,2,2025-02-13T02:08:48.346+09:00
a3327df4-d092-350b-b551-e60c82076c9a,WEST BROOKFIELD FAMILY PRACTICE,46 NORTH MAIN ST,W BROOKFIELD,MA,15853232,42.23754835,-72.13791547215251,5088678977,0,91,2025-02-13T02:08:48.346+09:00
aade280a-3b90-3e48-9648-91109a964a63,AP MEDICAL LLC,909 SUMNER ST,DARTMOUTH,MA,27473826,41.6332267,-70.9879928,5089715190,0,144,2025-02-13T02:08:48.346+09:00
981338c4-287c-3621-bc45-8b0b9f1b8922,DR. HE'S PRIMARY CARE FOR ADULTS INC,640 BOLTON ST,MARLBOROUGH,MA,17523999,42.3658183,-71.55914630258509,5084810200,0,28,2025-02-13T02:08:48.346+09:00
e59fb2d5-508c-38c6-af2e-21d8216dd2b0,BAYSTATE MEDICAL CENTER,759 CHESTNUT ST,WARE,MA,10821625,42.256476,-72.237482,4137940000,0,270,2025-02-13T02:08:48.346+09:00
7a3b8310-02eb-3c47-aa1b-3f55b3ed9de9,ON CALL URGENT CARE  LLC,6 HATFIELD ST,NORTHAMPTON,MA,10602545,42.333172950000005,-72.6566355591273,4135847425,0,2,2025-02-13T02:08:48.346+09:00
ecadbc11-930c-3903-b706-f8ef4bc9089e,PRIMARY CARE ASSOCIATES LLC,780 CHESTNUT ST,SPRINGFIELD,MA,11031109,42.1211633,-72.60614164702717,4137872800,0,72,2025-02-13T02:08:48.346+09:00
0f9d1260-db33-3483-b2b6-5483cfcb739c,ENHANCED MEDICAL CARE  LLC,361 WOODWARD ST,WABAN,MA,24682027,42.326011949999994,-71.2254251580706,6177774080,0,20,2025-02-13T02:08:48.346+09:00
794b1cc2-97be-30a4-83a0-4bf6add43c74,ST JOSEPH MANOR HEALTH CARE INC,215 THATCHER STREET,BROCKTON,MA,23023949,42.0740963,-70.99660306096918,5085835834,0,3,2025-02-13T02:08:48.346+09:00
440fa4b8-c731-3cf5-81d9-aa3f30a37b95,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,PEABODY,MA,19602901,42.5278731,-70.9286609,7817445100,0,109,2025-02-13T02:08:48.346+09:00
0fab3c4e-a028-39a6-b15a-be5a88b6aa2a,ENCOMPASS HEALTH REHAB HOSPITAL OF WESTERN MASS,222 STATE STREET,LUDLOW,MA,10563437,42.15547415,-72.47222226666076,4135897581,0,119,2025-02-13T02:08:48.346+09:00
3b021cb6-4745-3d9d-8436-230055f770bd,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,148 CHESTNUT ST,NEEDHAM,MA,24943238,42.27728075,-71.23665362814043,7814533000,0,132,2025-02-13T02:08:48.346+09:00
ce53c877-0290-390a-b4b4-2462001a1713,CIRCLE HOME,847 ROGERS STREET  SUITE 201,LOWELL,MA,18524345,42.6275246,-71.27673639687623,9784599343,0,8,2025-02-13T02:08:48.346+09:00
57e4e5fa-d68d-3caa-a5ad-37beb1b51207,STEWARD NORWOOD HOSPITAL INC,800 WASHINGTON ST,NORWOOD,MA,20623487,42.1886973,-71.2005241,7812784120,0,95,2025-02-13T02:08:48.346+09:00
be895734-2bc8-387a-8897-7023aee72926,BOSTON HOME CARE LLC,12A ELMWOOD ST,REVERE,MA,21514604,42.420126,-70.997252,3392260862,0,12,2025-02-13T02:08:48.346+09:00
00ffb204-07b4-3c72-a678-fa252e6cf86c,BEDFORD-LEXINGTON INTERNAL MEDICINE  PC,450 BEDFORD ST,LEXINGTON,MA,2420,42.47370735,-71.25090005,7812746274,0,32,2025-02-13T02:08:48.346+09:00
ad82d624-72eb-3c7d-a76d-79f2668d1390,WOODLAND INTERNISTS  P.C.,3 WOODLAND RD,STONEHAM,MA,21801711,42.452443099999996,-71.08939988105112,7816627990,0,47,2025-02-13T02:08:48.346+09:00
b8421363-9807-3b16-a146-95336eea5cfb,COOLEY DICKINSON HOSPITAL INC,30 LOCUST ST,NORTHAMPTON,MA,10602052,42.33032115,-72.65330802608176,4135822000,0,62,2025-02-13T02:08:48.346+09:00
901c2d40-1ca3-3879-9a20-c663b8adc0a9,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,STONEHAM,MA,21802445,42.4863168,-71.0928919,6176365000,0,33,2025-02-13T02:08:48.346+09:00
6170552c-4d27-3e64-8068-64a380f1837d,WP ACQUISITION SUB LLC,76 SUMMER ST,HAVERHILL,MA,18305814,42.7786873,-71.07306505177553,6158616000,0,904,2025-02-13T02:08:48.346+09:00
b9e35b8a-9831-32d8-a6dc-d7a546c126b0,VIBRA HOSPITAL OF WESTERN MASS - CENTRAL CAMPUS,111 HUNTOON MEMORIAL HIGHWAY  1ST FLOOR,SPRINGFIELD,MA,11092550,42.1018764,-72.5886727,4137876700,0,159,2025-02-13T02:08:48.346+09:00
38508743-50d1-3429-8fe2-37e42ddaf20e,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH ST,GREENFIELD,MA,13012778,42.595268700000005,-72.59288632376354,4137730211,0,915,2025-02-13T02:08:48.346+09:00
2f735290-1603-31b5-b561-7c8e0d413170,BL HEALTHCARE INC DELEWARE,100 FOXBOROUGH BLVD STE 230,FOXBOROUGH,MA,20352878,42.041851949999995,-71.23486657070565,5085434150,0,37,2025-02-13T02:08:48.346+09:00
e1818b21-4458-3b9c-b2b8-7ed6f57ae078,LIFE CARE CENTER OF WILBRAHAM,2399 BOSTON ROAD,WILBRAHAM,MA,10951185,42.14668485,-72.45048427046072,4135963111,0,6,2025-02-13T02:08:48.346+09:00
970993ce-f590-3150-9733-0e02c569b87f,NEW ENGLAND SINAI HOSPITAL  A STEWARD FAMILY HOSPITAL  INC.,150 YORK ST,STOUGHTON,MA,20721829,42.144646800000004,-71.09875876961266,7812971101,0,1,2025-02-13T02:08:48.346+09:00
328f813e-4de8-3ec2-a113-43f3ddfb0b2a,DILIGENCEHEALTHCARE,30-40 WESTPARK STREET,BROCKTON,MA,23015241,42.0834335,-71.0183787,8574539843,0,39,2025-02-13T02:08:48.346+09:00
200746fc-5d0f-3ec7-a2a9-3d9a219ee139,COMPASSIONATE CARE HOSPICE,800 CUMMINGS PARK  SUITE 3100,WOBURN,MA,18016355,42.4977745,-71.1237712,7819355550,0,7,2025-02-13T02:08:48.346+09:00
f2068cee-c75c-321d-9b2c-c33535db89c9,CARING HEALTHCARE SERVICES LLC,32 BOSSI AVE,RANDOLPH,MA,23682002,42.20017865,-71.0582074,6172300787,0,31,2025-02-13T02:08:48.346+09:00
15d4c950-4691-3996-b4c4-bf06bfb58ff7,HOLY FAMILY HOSPITAL,70 EAST ST,METHUEN,MA,18445883,42.7285558,-71.16833738237946,9786870151,0,11,2025-02-13T02:08:48.346+09:00
5018c664-e283-30eb-932a-529d9a19b3b5,FIRST PSYCHIATRIC PLANNERS  INC,300 SOUTH ST,WOBURN,MA,18014979,42.473347,-71.144086,6174690300,0,220,2025-02-13T02:08:48.346+09:00
2e8b42f8-4300-30a9-a576-d513d1021a0a,GREATER LOWELL FAMILY PRACTICE PC,600 CLARK RD,TEWKSBURY,MA,18761699,42.63120935,-71.27023603178071,9784538446,0,57,2025-02-13T02:08:48.346+09:00
0caa0116-ef9a-3d4c-bcff-9c405a9d2bda,TRANQUILITY HEALTH AND WELLNESS PROFESSIONALS LLC,105 CHESTNUT ST STE 35,PLYMOUTH,MA,23604054,41.884685,-70.847219,5085633003,0,33,2025-02-13T02:08:48.346+09:00
d140ed3f-2696-3e78-bd77-1c959ec4fc4d,HATHAWAY MANOR EXTENDED CARE,863 HATHAWAY ROAD,NEW BEDFORD,MA,27401916,41.6512968,-70.9669902070805,5089966763,0,24,2025-02-13T02:08:48.346+09:00
d4e48a16-0a60-3e90-81e5-c35b22ffe6af,GREEN MOUNTAIN URGENT CARE LLC,856 STATE RD,NORTH ADAMS,MA,12473027,42.69967208677275,-73.16330754755236,6035264635,0,39,2025-02-13T02:08:48.346+09:00
4ff8b164-4cf5-3ab4-b0f2-7ce8fda920e5,CARDIOVASCULAR CENTER AT TUFTS MEDICAL CENTER INC,800 WASHINGTON ST,WORCESTER,MA,16550002,42.180483,-71.867782,6176365000,0,37,2025-02-13T02:08:48.346+09:00
c3e56d13-ebb5-3d4d-908f-3f2a6a4de7aa,JOHN SCOTT HOUSE NURSING & REHABILITATION CENTER,233 MIDDLE ST,BRAINTREE,MA,21844840,42.2180597,-70.9924896,7818431860,0,2,2025-02-13T02:08:48.346+09:00
bccd7d67-203c-3d93-b6b0-bff5a146cd1d,CARECENTRAL URGENT CARE MEDICAL GROUP PC,286 WASHINGTON ST,STOUGHTON,MA,20721763,42.1384306,-71.1022598,7813412800,0,8,2025-02-13T02:08:48.346+09:00
63cb4d95-04a9-3a35-b5d9-f89e0377a48d,STURDY MEMORIAL HOSPITAL INC,211 PARK ST,ATTLEBORO,MA,27033143,41.9419187,-71.2752081695297,5082368110,0,15,2025-02-13T02:08:48.346+09:00
a2a41caf-758f-3962-8e5f-e6e603f93d17,VIBRA HOSPITAL OF WESTERN MASSACHUSETTS LLC,111 HUNTOON MEMORIAL HWY,ROCHDALE,MA,15421305,42.2020225,-71.89891616754682,5088926000,0,79,2025-02-13T02:08:48.346+09:00
0d24cc89-3256-330c-b36d-d8de8babef84,CAPE COD HEALTHCARE PHYSICIANS,1030 FALMOUTH RD,SOUTH YARMOUTH,MA,26641218,41.6667779,-70.1847414,5087784777,0,46,2025-02-13T02:08:48.346+09:00
db28cc9a-fdfb-35a6-aef7-ab9b933ef244,CAMBRIDGE REHABILITATION & NURSING CENTER,8 DANA STREET,CAMBRIDGE,MA,21385402,42.3694992,-71.11011030010101,6178644267,0,7,2025-02-13T02:08:48.346+09:00
a6fb79e7-4abb-3a68-b62d-e501427fdca4,AUBURN PRIMARY CARE AND AESTHETICS,489 WASHINGTON ST STE 202,AUBURN,MA,15015709,42.187836,-71.83104,5087969211,0,28,2025-02-13T02:08:48.346+09:00
5117bb89-3a9f-3740-a0f1-c3a1a8d7851e,FAMILY PRACTICE ASSOCIATES R TAYLOR E HEYMAN & R LEE PTRS,20 ELM ST,PITTSFIELD,MA,12016502,42.4458896,-73.2448206979669,4134421019,0,55,2025-02-13T02:08:48.346+09:00
9d0e702d-50a0-3f4c-9126-0951d560fd4b,NEW ENGLAND REHABILITATION SERVICES OF CENTRAL MASSACHUSETTS INC,189 MAY ST,WORCESTER,MA,16024339,42.25986305,-71.83597786023279,5087916351,0,41,2025-02-13T02:08:48.346+09:00
ea8d287f-b3a9-3800-8798-788e334ee406,NORTH SHORE MEDICAL CENTER INC,81 HIGHLAND AVE,SWAMPSCOTT,MA,19072928,42.4699241,-70.9171507,9783542065,0,166,2025-02-13T02:08:48.346+09:00
50c47685-8125-3c50-8311-8bd7ba9e9108,BOSTON MEDICAL CENTER CORPORATION-,4199 WASHINGTON ST,ROSLINDALE,MA,21311733,42.2871447,-71.1277526,6173234440,0,34,2025-02-13T02:08:48.346+09:00
8bf5325a-c11b-35c4-b07d-17a5aeba8353,BEACON HOSPICE  AN AMYEDISYS COMPANY,815 WORCESTER STREET,SPRINGFIELD,MA,11511001,42.1018764,-72.5886727,4132051229,0,3,2025-02-13T02:08:48.346+09:00
46375470-1e20-3ddc-8dc5-010ba53826b6,BAYSTATE WING HOSPITAL CORPORATION,40 WRIGHT ST,PALMER,MA,10691138,42.16934095,-72.34120457065711,4132837651,0,98,2025-02-13T02:08:48.346+09:00
aba3e6f6-4562-342e-b90f-dd61b117f394,MEDICAL EXPRESS URGENT CARE CENTER CO INC,438 CHESTNUT STREET,SPRINGFIELD,MA,11072008,42.11291091861002,-72.59692685125127,4137811100,0,3,2025-02-13T02:08:48.346+09:00
a4b91172-69e7-3895-bd89-b9a0868de5c2,DARTMOUTH PRIMARY MEDICINE  LLC,651 ORCHARD ST,NEW BEDFORD,MA,27441052,41.6149879,-70.93113851963673,5089945300,0,54,2025-02-13T02:08:48.346+09:00
50c7f768-9138-3dae-a67d-953bdf9ad754,NIGHTINGALE VISITING NURSES,125 COUNTY STREET,TAUNTON,MA,27803561,41.8960599,-71.07799243944345,5089670761,0,13,2025-02-13T02:08:48.346+09:00
a194e94a-dd16-347e-95ea-8d00052c14d1,BASS RIVER HEALTHCARE ASSOCIATES INC,833 MAIN ST,S YARMOUTH,MA,26645254,41.65171785,-70.21464095380932,5083941353,0,28,2025-02-13T02:08:48.346+09:00
